Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
92	134	0	0.525599995	0	0	0	0	0	0	0	0	0	0	3
93	135	0	0.531313038	0	0	0	0	0	0	0	0	0	0	3
94	137	0	0.537026082	0	0	0	0	0	0	0	0	0	0	3
95	138	0	0.542739125	0	0	0	0	0	0	0	0	0	0	3
96	139	0	0.548452168	0	0	0	0	0	0	0	0	0	0	3
97	141	0	0.554165212	0	0	0	0	0	0	0	0	0	0	3
98	142	0	0.559878255	0	0	0	0	0	0	0	0	0	0	3
99	144	0	0.565591299	0	0	0	0	0	0	0	0	0	0	3
100	145	0	0.571304342	0	0	0	0	0	0	0	0	0	0	3
101	150	0	0.577017385	0	0	0	0	0	0	0	0	0	0	3
102	152	0	0.582730429	0	0	0	0	0	0	0	0	0	0	3
103	153	0	0.588443472	0	0	0	0	0	0	0	0	0	0	3
104	154	0	0.594156516	0	0	0	0	0	0	0	0	0	0	3
105	156	0	0.599869559	0	0	0	0	0	0	0	0	0	0	3
106	157	0	0.605582603	0	0	0	0	0	0	0	0	0	0	3
107	158	0	0.611295646	0	0	0	0	0	0	0	0	0	0	3
108	160	0	0.617008689	0	0	0	0	0	0	0	0	0	0	3
109	161	0	0.622721733	0	0	0	0	0	0	0	0	0	0	3
110	162	0	0.628434776	0	0	0	0	0	0	0	0	0	0	3
111	164	0	0.63414782	0	0	0	0	0	0	0	0	0	0	3
112	165	0	0.639860863	0	0	0	0	0	0	0	0	0	0	3
113	166	0	0.645573906	0	0	0	0	0	0	0	0	0	0	3
114	168	0	0.65128695	0	0	0	0	0	0	0	0	0	0	3
115	169	0	0.656999993	0	0	0	0	0	0	0	0	0	0	3
116	170	0	0.662713037	0	0	0	0	0	0	0	0	0	0	3
117	172	0	0.66842608	0	0	0	0	0	0	0	0	0	0	3
118	173	0	0.674139124	0	0	0	0	0	0	0	0	0	0	3
119	174	0	0.679852167	0	0	0	0	0	0	0	0	0	0	3
120	176	0	0.68556521	0	0	0	0	0	0	0	0	0	0	3
121	177	0	0.691278254	0	0	0	0	0	0	0	0	0	0	3
122	178	0	0.696991297	0	0	0	0	0	0	0	0	0	0	3
123	180	0	0.702704341	0	0	0	0	0	0	0	0	0	0	3
124	181	0	0.708417384	0	0	0	0	0	0	0	0	0	0	3
125	183	0	0.714130428	0	0	0	0	0	0	0	0	0	0	3
126	184	0	0.719843471	0	0	0	0	0	0	0	0	0	0	3
127	186	0	0.725556514	0	0	0	0	0	0	0	0	0	0	3
128	187	0	0.731269558	0	0	0	0	0	0	0	0	0	0	3
129	189	0	0.736982601	0	0	0	0	0	0	0	0	0	0	3
130	190	0	0.742695645	0	0	0	0	0	0	0	0	0	0	3
131	192	0	0.748408688	0	0	0	0	0	0	0	0	0	0	3
132	193	0	0.754121731	0	0	0	0	0	0	0	0	0	0	3
133	194	0	0.759834775	0	0	0	0	0	0	0	0	0	0	3
134	196	0	0.765547818	0	0	0	0	0	0	0	0	0	0	3
135	197	0	0.771260862	0	0	0	0	0	0	0	0	0	0	3
