Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
54	12	0	0.548925697	-2.22114092	-2.49246077	-3.45374966	-2.21442509	1.23932457	0	0	0	0	0	3
55	12	0	0.559090988	-2.22032946	-2.46779236	-3.32866598	-2.21442509	1.11424089	0	0	0	0	0	3
56	13	0	0.569256279	-2.22042172	-2.45029776	-3.32866598	-2.21442509	1.11424089	0	0	0	0	0	3
57	13	0	0.579421569	-2.22096279	-2.42814369	-3.22428215	-2.21442509	1.00985707	0	0	0	0	0	3
58	13	0	0.58958686	-2.22196583	-2.40819566	-3.22428215	-2.21442509	1.00985707	0	0	0	0	0	3
59	13	0	0.599752151	-2.22303578	-2.38817074	-3.1135747	-2.21442509	0.899149616	0	0	0	0	0	3
60	13	0	0.609917441	-2.2229466	-2.37035818	-3.03324706	-2.21442509	0.818821974	0	0	0	0	0	3
61	14	0	0.620082732	-2.22506191	-2.35419447	-2.9493564	-2.21442509	0.73493131	0	0	0	0	0	3
62	14	0	0.630248023	-2.22582947	-2.33972393	-2.88528869	-2.21442509	0.670863609	0	0	0	0	0	3
63	14	0	0.640413313	-2.23188739	-2.32665591	-2.81874333	-2.21442509	0.604318247	0	0	0	0	0	3
64	14	0	0.650578604	-2.22729497	-2.31482694	-2.75001332	-2.21442509	0.535588237	0	0	0	0	0	3
65	14	0	0.660743895	-2.22954537	-2.30441758	-2.71785293	-2.21442509	0.503427844	0	0	0	0	0	3
66	15	0	0.670909186	-2.22534773	-2.29456748	-2.67385974	-2.21442509	0.459434658	0	0	0	0	0	3
67	15	0	0.681074476	-2.22768309	-2.28564394	-2.634471	-2.21442509	0.420045914	0	0	0	0	0	3
68	15	0	0.691239767	-2.22674958	-2.27748952	-2.58789988	-2.21442509	0.373474798	0	0	0	0	0	3
69	15	0	0.701405058	-2.22680078	-2.27026753	-2.53818825	-2.21442509	0.323763165	0	0	0	0	0	3
