Iteration	CPUTime	PhysTime	Travels
75	19	0.261487479	0.280982125
76	19	0.266399473	0.284728554
77	20	0.271394416	0.288474982
78	20	0.276359836	0.29222141
79	20	0.281416311	0.295967839
80	20	0.28632599	0.299714267
81	21	0.291319626	0.303460695
82	21	0.296283345	0.307207124
83	21	0.301337569	0.310953552
84	21	0.306245415	0.31469998
85	22	0.311236972	0.318446409
86	22	0.31619787	0.322192837
87	22	0.321252471	0.325939265
88	22	0.326155735	0.329685694
89	22	0.331145823	0.333432122
90	23	0.336103449	0.33717855
91	23	0.341155869	0.340924979
92	23	0.346062231	0.344671407
93	23	0.351056153	0.348417835
94	24	0.356022105	0.352164264
95	24	0.361081408	0.355910692
96	24	0.365993585	0.35965712
97	24	0.370991387	0.363403549
98	25	0.375961231	0.367149977
99	25	0.381020553	0.370896405
100	25	0.385934922	0.374642834
101	26	0.39093211	0.378389262
102	27	0.395901719	0.38213569
103	27	0.40096269	0.385882119
104	27	0.405877444	0.389628547
105	27	0.410875192	0.393374976
106	28	0.415845607	0.397121404
107	28	0.420904607	0.400867832
108	28	0.425818857	0.404614261
109	28	0.430816659	0.408360689
110	29	0.43578674	0.412107117
111	29	0.440848297	0.415853546
112	29	0.445762331	0.419599974
113	29	0.450760631	0.423346402
114	29	0.455730155	0.427092831
115	30	0.460789094	0.430839259
116	30	0.465701322	0.434585687
117	30	0.470696191	0.438332116
118	30	0.475661769	0.442078544
119	31	0.480719824	0.445824972
120	31	0.48563106	0.449571401
121	31	0.490626752	0.453317829
122	31	0.495595164	0.457064257
123	32	0.500652942	0.460810686
124	32	0.505567524	0.464557114
125	32	0.510564045	0.468303542
126	32	0.515534823	0.472049971
127	33	0.520594438	0.475796399
128	33	0.525509088	0.479542827
129	33	0.530506333	0.483289256
130	33	0.535475911	0.487035684
131	34	0.540532634	0.490782112
132	34	0.545445197	0.494528541
133	34	0.550440166	0.498274969
134	34	0.555407609	0.502021397
135	35	0.560465846	0.505767826
136	35	0.565379606	0.509514254
137	35	0.570376634	0.513260682
138	35	0.575347402	0.517007111
139	36	0.580406217	0.520753539
140	36	0.585322485	0.524499967
141	36	0.590320583	0.528246396
142	36	0.595292384	0.531992824
143	37	0.600353759	0.535739252
144	37	0.605268148	0.539485681
145	37	0.610266918	0.543232109
146	37	0.615237667	0.546978537
147	37	0.620297866	0.550724966
148	38	0.625212737	0.554471394
149	38	0.630210344	0.558217822
150	38	0.635179682	0.561964251
151	38	0.640240959	0.565710679
152	39	0.645154878	0.569457107
153	39	0.650152949	0.573203536
154	39	0.65512259	0.576949964
155	39	0.660180497	0.580696392
156	40	0.665091933	0.584442821
157	40	0.670085668	0.588189249
158	40	0.675049793	0.591935677
159	40	0.68010676	0.595682106
160	41	0.685015612	0.599428534
161	41	0.690009073	0.603174962
162	41	0.694973323	0.606921391
163	41	0.700028169	0.610667819
164	42	0.704936763	0.614414247
165	42	0.70992934	0.618160676
166	42	0.714891949	0.621907104
167	42	0.719948652	0.625653532
168	43	0.724856281	0.629399961
169	43	0.729849644	0.633146389
170	43	0.734812257	0.636892817
171	43	0.739866043	0.640639246
172	43	0.744773806	0.644385674
173	44	0.749767323	0.648132103
174	44	0.754733142	0.651878531
175	44	0.759792122	0.655624959
176	44	0.764704874	0.659371388
177	45	0.769701849	0.663117816
178	45	0.774671496	0.666864244
179	45	0.779730111	0.670610673
180	45	0.784644272	0.674357101
181	46	0.789640048	0.678103529
182	46	0.794607385	0.681849958
183	46	0.799665535	0.685596386
184	46	0.804577586	0.689342814
185	47	0.809573354	0.693089243
186	47	0.814541375	0.696835671
187	47	0.819597575	0.700582099
188	47	0.824509367	0.704328528
189	48	0.829503174	0.708074956
190	48	0.834468434	0.711821384
191	48	0.839526335	0.715567813
192	48	0.844437304	0.719314241
193	49	0.849432806	0.723060669
194	49	0.854399351	0.726807098
195	49	0.859456433	0.730553526
196	49	0.864368685	0.734299954
197	50	0.869364284	0.738046383
198	50	0.874332118	0.741792811
199	50	0.879391281	0.745539239
200	50	0.884303524	0.749285668
201	52	0.889299393	0.753032096
202	52	0.894266827	0.756778524
203	52	0.899324079	0.760524953
204	52	0.904237035	0.764271381
205	53	0.909233547	0.768017809
206	53	0.914202949	0.771764238
207	53	0.919264166	0.775510666
208	53	0.924179047	0.779257094
209	54	0.929177546	0.783003523
210	54	0.934146804	0.786749951
211	54	0.939205847	0.790496379
212	54	0.944118981	0.794242808
213	54	0.949115891	0.797989236
214	55	0.954084035	0.801735664
215	55	0.959144484	0.805482093
216	55	0.964057962	0.809228521
217	55	0.969056699	0.812974949
218	56	0.974025033	0.816721378
219	56	0.97908432	0.820467806
220	56	0.983996771	0.824214234
221	56	0.988993999	0.827960663
222	57	0.99396058	0.831707091
223	57	0.999019128	0.835453519
224	57	1.00393033	0.839199948
225	57	1.00892687	0.842946376
226	58	1.01389292	0.846692804
227	58	1.01895118	0.850439233
228	58	1.02386284	0.854185661
229	58	1.02885932	0.857932089
230	59	1.03382614	0.861678518
231	59	1.03888435	0.865424946
232	59	1.04379695	0.869171374
233	59	1.04879365	0.872917803
234	60	1.05376194	0.876664231
235	60	1.05882094	0.880410659
236	60	1.06373499	0.884157088
237	60	1.06873288	0.887903516
238	60	1.0737021	0.891649944
239	61	1.07876175	0.895396373
240	61	1.08367598	0.899142801
241	61	1.08867415	0.902889229
242	61	1.09364341	0.906635658
243	62	1.09870333	0.910382086
244	62	1.10361776	0.914128515
245	62	1.10861626	0.917874943
246	62	1.11358591	0.921621371
247	63	1.11864597	0.9253678
248	63	1.12356054	0.929114228
249	63	1.12855844	0.932860656
250	63	1.13352747	0.936607085
251	64	1.13858672	0.940353513
252	64	1.14350071	0.944099941
253	64	1.14849843	0.94784637
254	64	1.15346698	0.951592798
255	65	1.1585268	0.955339226
256	65	1.16344044	0.959085655
257	65	1.16843884	0.962832083
258	65	1.17340781	0.966578511
259	66	1.17846837	0.97032494
260	66	1.18338274	0.974071368
261	66	1.18838195	0.977817796
262	66	1.19335182	0.981564225
263	67	1.19841291	0.985310653
264	67	1.2033274	0.989057081
265	67	1.20832613	0.99280351
266	67	1.21329522	0.996549938
267	68	1.21835525	1.00029637
268	68	1.22326844	1.00404279
269	68	1.22826639	1.00778922
270	68	1.23323463	1.01153565
271	69	1.23829432	1.01528208
272	69	1.24320733	1.01902851
273	69	1.24820523	1.02277494
274	69	1.25317344	1.02652136
275	70	1.25823277	1.03026779
276	70	1.26314557	1.03401422
277	70	1.26814279	1.03776065
278	70	1.27311018	1.04150708
279	71	1.2781688	1.04525351
280	71	1.28308088	1.04899993
281	71	1.28807747	1.05274636
282	71	1.29304469	1.05649279
283	72	1.29810297	1.06023922
