Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
63	35	0	0.527500367	101324.935	101324.952	101324.915	101324.978	0.0624532682	0	0	0	0	0	3
64	36	0	0.535873389	101324.937	101324.952	101324.915	101324.978	0.0624532682	0	0	0	0	0	3
65	36	0	0.54424641	101324.939	101324.953	101324.929	101324.978	0.0485390838	0	0	0	0	0	3
66	37	0	0.552619432	101324.939	101324.953	101324.929	101324.978	0.0485390838	0	0	0	0	0	3
67	38	0	0.560992454	101324.936	101324.953	101324.929	101324.978	0.0485390838	0	0	0	0	0	3
68	38	0	0.569365476	101324.933	101324.953	101324.929	101324.978	0.0485390838	0	0	0	0	0	3
69	39	0	0.577738497	101324.931	101324.952	101324.929	101324.978	0.0485390838	0	0	0	0	0	3
70	39	0	0.586111519	101324.93	101324.952	101324.929	101324.978	0.0485390838	0	0	0	0	0	3
71	40	0	0.594484541	101324.93	101324.951	101324.929	101324.978	0.0485390838	0	0	0	0	0	3
72	40	0	0.602857562	101324.931	101324.95	101324.929	101324.978	0.0485390838	0	0	0	0	0	3
73	41	0	0.611230584	101324.933	101324.95	101324.929	101324.978	0.0485390838	0	0	0	0	0	3
74	42	0	0.619603606	101324.935	101324.949	101324.929	101324.978	0.0485390838	0	0	0	0	0	3
75	42	0	0.627976627	101324.936	101324.948	101324.929	101324.978	0.0485390838	0	0	0	0	0	3
76	43	0	0.636349649	101324.937	101324.947	101324.929	101324.977	0.0472417251	0	0	0	0	0	3
77	43	0	0.644722671	101324.938	101324.947	101324.929	101324.976	0.046343984	0	0	0	0	0	3
78	44	0	0.653095693	101324.938	101324.946	101324.929	101324.974	0.0451751909	0	0	0	0	0	3
79	44	0	0.661468714	101324.938	101324.946	101324.929	101324.974	0.0448203975	0	0	0	0	0	3
80	45	0	0.669841736	101324.938	101324.945	101324.929	101324.974	0.0448203975	0	0	0	0	0	3
81	45	0	0.678214758	101324.938	101324.944	101324.929	101324.974	0.0448203975	0	0	0	0	0	3
82	46	0	0.686587779	101324.938	101324.944	101324.929	101324.974	0.0448203975	0	0	0	0	0	3
83	47	0	0.694960801	101324.938	101324.943	101324.929	101324.974	0.0448203975	0	0	0	0	0	3
84	47	0	0.703333823	101324.938	101324.943	101324.929	101324.974	0.0448203975	0	0	0	0	0	3
85	48	0	0.711706844	101324.939	101324.942	101324.929	101324.974	0.0448203975	0	0	0	0	0	3
86	48	0	0.720079866	101324.939	101324.941	101324.929	101324.974	0.0448203975	0	0	0	0	0	3
87	49	0	0.728452888	101324.939	101324.941	101324.929	101324.974	0.0448203975	0	0	0	0	0	3
88	49	0	0.73682591	101324.939	101324.94	101324.929	101324.973	0.0441414328	0	0	0	0	0	3
89	50	0	0.745198931	101324.939	101324.94	101324.929	101324.973	0.0434535454	0	0	0	0	0	3
90	50	0	0.753571953	101324.939	101324.939	101324.929	101324.972	0.0425111061	0	0	0	0	0	3
91	51	0	0.761944975	101324.939	101324.939	101324.929	101324.968	0.0386954597	0	0	0	0	0	3
92	52	0	0.770317996	101324.939	101324.938	101324.929	101324.964	0.0347485638	0	0	0	0	0	3
93	52	0	0.778691018	101324.938	101324.938	101324.929	101324.959	0.0296031012	0	0	0	0	0	3
94	53	0	0.78706404	101324.938	101324.937	101324.929	101324.953	0.0240981062	0	0	0	0	0	3
95	53	0	0.795437061	101324.938	101324.937	101324.929	101324.947	0.0174041926	0	0	0	0	0	3
96	54	0	0.803810083	101324.937	101324.937	101324.929	101324.943	0.0140971739	0	0	0	0	0	3
97	54	0	0.812183105	101324.937	101324.937	101324.929	101324.943	0.0140971739	0	0	0	0	0	3
98	55	0	0.820556127	101324.937	101324.937	101324.929	101324.943	0.0140971739	0	0	0	0	0	3
99	55	0	0.828929148	101324.937	101324.937	101324.929	101324.943	0.0140971739	0	0	0	0	0	3
100	56	0	0.83730217	101324.937	101324.937	101324.929	101324.943	0.0140971739	0	0	0	0	0	3
101	57	0	0.845675192	101324.937	101324.937	101324.929	101324.943	0.0139999591	0	0	0	0	0	3
102	58	0	0.854048213	101324.937	101324.936	101324.929	101324.943	0.0139999591	0	0	0	0	0	3
103	58	0	0.862421235	101324.937	101324.936	101324.929	101324.943	0.0139999591	0	0	0	0	0	3
104	59	0	0.870794257	101324.938	101324.936	101324.929	101324.943	0.0139999591	0	0	0	0	0	3
105	59	0	0.879167278	101324.938	101324.936	101324.929	101324.943	0.0135307732	0	0	0	0	0	3
106	60	0	0.8875403	101324.938	101324.936	101324.929	101324.941	0.0122138125	0	0	0	0	0	3
107	60	0	0.895913322	101324.938	101324.936	101324.929	101324.94	0.0104227023	0	0	0	0	0	3
108	61	0	0.904286343	101324.938	101324.936	101324.929	101324.939	0.0100810347	0	0	0	0	0	3
109	61	0	0.912659365	101324.938	101324.936	101324.929	101324.939	0.0100810347	0	0	0	0	0	3
110	62	0	0.921032387	101324.938	101324.936	101324.929	101324.939	0.0100810347	0	0	0	0	0	3
111	62	0	0.929405409	101324.938	101324.936	101324.929	101324.939	0.0100810347	0	0	0	0	0	3
112	63	0	0.93777843	101324.938	101324.936	101324.929	101324.939	0.0100810347	0	0	0	0	0	3
113	63	0	0.946151452	101324.938	101324.936	101324.929	101324.939	0.0100810347	0	0	0	0	0	3
114	64	0	0.954524474	101324.938	101324.936	101324.929	101324.939	0.0100810347	0	0	0	0	0	3
115	64	0	0.962897495	101324.938	101324.936	101324.929	101324.939	0.0100810347	0	0	0	0	0	3
116	65	0	0.971270517	101324.938	101324.936	101324.929	101324.939	0.0100810347	0	0	0	0	0	3
117	65	0	0.979643539	101324.938	101324.937	101324.929	101324.939	0.0100810347	0	0	0	0	0	3
118	65	0	0.98801656	101324.938	101324.937	101324.93	101324.939	0.00978138189	0	0	0	0	0	3
119	66	0	0.996389582	101324.938	101324.937	101324.93	101324.939	0.00978138189	0	0	0	0	0	3
120	66	0	1.0047626	101324.938	101324.937	101324.93	101324.939	0.00978138189	0.00253781295	0	25.9	0	0	3
121	67	0	1.01313563	101324.938	101324.937	101324.93	101324.939	0.00978138189	0.00253781295	0	25.9	0	0	3
122	67	0	1.02150865	101324.938	101324.937	101324.93	101324.939	0.00978138189	0.00253781295	0	25.9	0	0	3
123	68	0	1.02988167	101324.938	101324.937	101324.93	101324.939	0.00978138189	0.00253781295	0	25.9	0	0	3
124	68	0	1.03825469	101324.938	101324.937	101324.93	101324.939	0.00978138189	0.00253781295	0	25.9	0	0	3
125	69	0	1.04662771	101324.938	101324.937	101324.93	101324.939	0.00972116212	0.00253781295	0	26.1	0	0	3
126	69	0	1.05500073	101324.938	101324.937	101324.93	101324.939	0.00972116212	0.00253781295	0	26.1	0	0	3
127	69	0	1.06337376	101324.938	101324.937	101324.93	101324.939	0.00972116212	0.00253781295	0	26.1	0	0	3
128	70	0	1.07174678	101324.938	101324.937	101324.93	101324.939	0.00972116212	0.00253781295	0	26.1	0	0	3
129	70	0	1.0801198	101324.938	101324.938	101324.93	101324.939	0.00972116212	0.00253781295	0	26.1	0	0	3
130	71	0	1.08849282	101324.938	101324.938	101324.93	101324.939	0.00944330648	0.00253781295	0	26.8	0	0	3
131	71	0	1.09686584	101324.938	101324.938	101324.931	101324.939	0.00804289037	0.00253781295	0	31.5	0	0	3
132	71	0	1.10523886	101324.938	101324.938	101324.933	101324.939	0.00610537639	0.00253781295	0	41.5	0	0	3
