60,0,0
59.7432,0.0342,0
58.9776,0.1308,0
57.7164,0.2778,0
55.9806,0.462,0
53.8008,0.6762,0
51.213,0.9132,0
48.2628,1.167,0
45,1.4304,0
41.4804,1.6938,0
37.7646,1.9482,0
33.9156,2.1828,0
30,2.3868,0
26.0844,2.5488,0
22.2354,2.6586,0
20.3568,2.6904,0
18.5196,2.7054,0
16.7316,2.7024,0
15,2.6796,0
13.3326,2.6382,0
11.7372,2.577,0
10.2198,2.4966,0
8.787,2.3964,0
7.4448,2.277,0
6.1992,2.1384,0
5.0562,1.983,0
4.0194,1.8138,0
3.0936,1.632,0
2.2836,1.437,0
1.5918,1.2234,0
1.0224,0.9876,0
0.5766,0.7284,0
0.2568,0.4602,0
0.0642,0.2094,0
0,0,0
0.0642,-0.2094,0
0.2568,-0.4602,0
0.5766,-0.7284,0
1.0224,-0.9876,0
1.5918,-1.2234,0
2.2836,-1.437,0
3.0936,-1.632,0
4.0194,-1.8138,0
5.0562,-1.983,0
6.1992,-2.1384,0
7.4448,-2.277,0
8.787,-2.3964,0
10.2198,-2.4966,0
11.7372,-2.577,0
13.3326,-2.6382,0
15,-2.6796,0
16.7316,-2.7024,0
18.5196,-2.7054,0
20.3568,-2.6904,0
22.2354,-2.6586,0
26.0844,-2.5488,0
30,-2.3868,0
33.9156,-2.1828,0
37.7646,-1.9482,0
41.4804,-1.6938,0
45,-1.4304,0
48.2628,-1.167,0
51.213,-0.9132,0
53.8008,-0.6762,0
55.9806,-0.462,0
57.7164,-0.2778,0
58.9776,-0.1308,0
59.7432,-0.0342,0
60,0,0
